scenario_id,object_id,min_ttc
scenario_ddd31ee2-2f51-4d02-b93e-552220c36adc,25893,0.326
scenario_a329fbf7-26e6-4386-af36-fcdb80d0f14a,61996,0.326
scenario_9c10be4d-e538-44a6-8798-8b76bd8f3432,8029,0.326
scenario_bb72ad9c-f8e0-4d1e-88b2-1c908694ba61,26178,0.326
scenario_2a7a2887-a03f-4253-903c-283e2fe94157,118591,0.326
scenario_84652306-0f88-4c62-8261-44441cc6447e,72268,0.326
scenario_71b5d9a3-325d-4965-8507-1782033b0755,2040,0.326
scenario_8522f5d5-8f36-40e6-9175-a6f8cda53d95,49481,0.326
scenario_65b7531a-874b-4fe6-8e67-70bf1ffa0cfd,30169,0.326
scenario_0c56b094-7203-4240-b7fe-bae8a31fbdfc,20610,0.326
scenario_678b38e0-a5bb-4bf4-9a99-25a8ae350128,140934,0.326
scenario_5d04356b-5348-45a6-a348-d779b87d5d48,119832,0.326
scenario_2ef6ec49-a478-4c7e-ae88-5545951a55c1,AV,0.326
scenario_1c0933ad-a4a4-47da-ad0a-cf08cc67dcb9,22835,0.326
scenario_ab4c2ca8-99b5-4776-a4f8-098bd9590dd5,105932,0.326
scenario_ec16e50d-3800-4f78-b7c4-deadbfe3c99a,35824,0.326
scenario_2678ec57-db6f-4b0c-a862-8eb451081c2e,137668,0.327
scenario_432f8ceb-777f-4590-9414-651cfffe9aa7,AV,0.327
scenario_46f1ecf1-1b88-4e0a-98b8-c9f5db014c6c,77750,0.327
scenario_afe3ad4b-8b3e-4531-b614-85207eafb2cf,72250,0.327
scenario_e9b72ba6-dde6-45c6-9fa0-a71663bc517a,564,0.327
scenario_2de9f4a3-c65f-4b7e-beb1-6e7a1a644b8b,7483,0.327
scenario_91dff875-4fc5-445f-836e-8f01896f4ba3,17246,0.327
scenario_96d6b985-7cb9-4063-8511-1a2025f6e592,54943,0.327
scenario_d9b7dfd3-822b-4808-95a2-24eaa99b49bd,26715,0.327
scenario_19c845e8-5d00-4d51-aaed-d1c182491be1,40299,0.327
scenario_446fe8b6-c32c-43f9-ac8e-d0f8ae08f3a7,24885,0.327
scenario_45b33b84-c71d-4746-b357-2e807023edf6,56621,0.327
scenario_eea87685-5525-43f9-bfdb-6ea16c9356c2,4434,0.327
scenario_d4dad0f9-61f3-4a12-9d95-c6c34849ecd0,AV,0.327
scenario_0f6fdd6f-a335-4373-9584-b779d66ef0e7,71607,0.327
scenario_2340c0b4-37bb-442c-b6dd-93ceab1e1ea8,AV,0.327
scenario_010088f2-e5e1-445f-a802-ac6385c1a438,103316,0.327
scenario_ae516553-74de-4326-b485-cd1c46c72cd1,54413,0.327
scenario_83b60810-3da4-4ba0-9e72-437d32ab137d,169502,0.327
scenario_d317ef40-7a86-4f86-afe4-0861f2d0d4e0,227434,0.327
scenario_d42cf44d-bf3d-4496-b907-83c793226d50,77393,0.327
scenario_57347f7b-d274-4518-8b9b-89b14e1bf95b,13169,0.327
scenario_525d89da-34c6-4aa1-b2d4-723176b3b6e5,80343,0.327
scenario_6f15e061-aa0d-44e4-ba42-91c01849b0e7,19013,0.327
scenario_b03a1015-872b-45ad-8ebd-0fa9254da9ba,18149,0.327
scenario_21ece53d-b8be-4d5f-bfac-452b596cb557,103316,0.327
scenario_c792b01f-9c8e-4c0e-a726-edbc7932f84f,17721,0.327
scenario_418d2a10-a2c7-4d39-b63e-df0f59c837c2,70761,0.327
scenario_02d94500-07dc-42f4-b499-a3c45ae5d839,2408,0.327
scenario_479cca88-a9a6-476e-9e33-9eed7257c4dd,71607,0.327
scenario_ea8b954d-8dd0-4154-a4b5-b02640c321e8,193400,0.327
scenario_736abe14-7f3d-44a4-8214-78b6c1b7e57b,45935,0.327
scenario_206ac959-ba24-43ee-89da-0d0b14df3171,21104,0.327
scenario_326049c2-1227-411b-8988-5e3b6bace5ff,15152,0.327
scenario_ae239e6c-1c61-4744-a196-444b26cabd7a,164547,0.327
scenario_a6c03295-1165-40fa-98f5-8803d1dde13e,1947,0.327
scenario_00dcbde7-99d2-486f-acf3-132e2ca8f810,169502,0.327
scenario_97cae0f1-80e5-48ae-b54d-ce30bcecbb9b,4742,0.328
scenario_f8ddce4d-0b0b-464e-a6e2-e99db3c40281,21726,0.328
scenario_b9b026f7-d750-4460-887b-e5ac5f11a208,68665,0.328
scenario_a5bcc8d3-f2f0-4277-bf42-5fb88ff854b7,91760,0.328
scenario_24139bfa-3a23-4468-9221-142079b40256,132389,0.328
scenario_90f256ec-eddd-41f5-aeeb-5421920a07fb,40322,0.328
scenario_c791fb31-856b-4328-8f6f-08b747d7e2c2,4240,0.328
scenario_439a2392-fc15-4555-8de3-a8e2052505e3,7469,0.328
scenario_33e10b37-1d07-40c9-b0e4-1143b01b59c5,21249,0.328
scenario_dc4ccc82-b8d5-4b33-87a9-2b112cec9330,17152,0.328
scenario_c54ce557-b0d3-47ee-9e6c-8776ef9e73fd,134156,0.328
scenario_93e2e422-274a-436e-ba8e-ac2f1ce1fd70,197992,0.328
scenario_b4f235c1-c780-4c20-b7e2-b3d38cd751a9,23872,0.328
scenario_f22f2b61-8b60-44e0-8f83-5095e0e75934,75629,0.328
scenario_65f405fd-a3dd-481c-b5ec-ecf88c4ca2ad,160856,0.328
scenario_70c11636-606b-4220-985e-033eeac60c47,123808,0.328
scenario_d6f08e89-a141-4638-a276-2acbdd68277c,43608,0.328
scenario_f6b03dce-49b3-46c8-935d-bcb03c486ced,206021,0.328
scenario_02ee07f3-20a7-43a4-952e-654372153638,108809,0.328
scenario_8b7e2d25-842c-4a16-b1af-2c492da284c0,2641,0.328
scenario_646db9fa-a421-4be5-84ea-38f9946239b1,149304,0.328
scenario_4a4e16b1-2762-4dca-aa76-523f29af9c47,7371,0.328
scenario_df81299a-bbec-4ac6-92cc-8938cb8f9fb8,16297,0.328
scenario_489b1a40-23e2-4d59-a781-37b64be57898,7451,0.328
scenario_f1636a5e-9002-4f4c-bdfa-b639baf09e91,124057,0.328
scenario_2371e117-346a-420c-914d-35215053cde0,148579,0.328
scenario_14a65509-71b1-4b8e-9417-1be604d64bdf,7213,0.328
scenario_2f8b94eb-18a6-466c-bd13-70060a6ca689,69652,0.328
scenario_d67ee0f1-dac3-4965-a7bf-4ddbf142244d,87714,0.328
scenario_fa3d28b6-20d5-4706-811b-3e448dba598c,159091,0.328
scenario_78c87a22-c845-46d5-8db2-33e320408cff,98720,0.328
scenario_250795be-91dd-48e8-b057-bc3596f43dbf,55884,0.329
scenario_5dba6841-af57-472a-a6d4-7edb8017da26,18838,0.329
scenario_bbad5204-f9a2-4e50-bf42-4725e1c63a1b,10102,0.329
scenario_4a93f69f-9bab-44e0-8fb4-1d7ad54bfd80,2153,0.329
scenario_81dd7344-31f4-4f2a-a511-7d11579941d5,18930,0.329
scenario_5c0018c0-535d-42c2-9c55-4686395c6c3a,107694,0.329
scenario_b357833d-c900-4013-83f1-674bbd4ebb57,112796,0.329
scenario_af45adea-4f6a-4bd8-876a-2faf69a9a700,114698,0.329
scenario_8487f812-26fd-4d3f-afeb-507c31851c27,6795,0.329
scenario_e9c2a9c3-947a-4e0f-bdef-97e957b3dd87,25231,0.329
scenario_43905cc7-5be5-4274-964d-d0893c89306b,4419,0.329
scenario_e67e6560-de73-42be-b5ef-c325145c22b2,10147,0.329
scenario_8c12f806-c996-42e1-9d39-3192c361bc0c,123941,0.329
scenario_84694676-94e7-44a8-a88b-3e3d8801d060,27244,0.329
scenario_a43caf92-5975-477f-8d94-ce62762935bc,106690,0.329
scenario_6442fbd2-9245-4431-89cc-4da752f33047,93088,0.329
scenario_9f16e4b4-284a-46a7-8bcb-6fcf3169687a,101100,0.329
scenario_8224d706-1d5d-4db2-8d13-31ec43c5034d,6125,0.329
scenario_b8b63311-fca3-4747-a670-ce86018d0e03,40107,0.329
scenario_80d2aab7-f6e4-4353-854e-52007007c425,106690,0.329
scenario_a9ec5b4c-1d90-43fd-a9aa-4ae6118a3864,177291,0.329
scenario_19d2e8f0-1b92-4b86-93a9-a20bcf62146f,116518,0.329
scenario_13c952ff-8cf4-4534-8d54-7f6a8b9776f1,21894,0.329
scenario_0d22b166-9d88-4682-88cb-1dca45712cf9,34016,0.329
scenario_148965b5-e2e0-4fc0-b41c-eeaef747b2a4,119776,0.329
scenario_0b6c578b-3c57-454d-8cae-f157a7682394,27908,0.329
scenario_30ac2b14-575e-485b-80d2-9cdda82d43da,AV,0.329
scenario_11a0356b-43c7-4569-9240-fcf062fed473,55884,0.329
scenario_5177299a-d874-40f3-ba38-c087a67d3b82,10102,0.329
scenario_f256e3d1-5e80-4a05-9a7f-39273190f1ac,AV,0.329
scenario_049943dd-45c3-47e7-b0ca-e8b8468a2f73,191341,0.329
scenario_fcc4a676-c99f-489e-b14b-eb5d0d5bdfd2,25231,0.329
scenario_83b84bda-6569-42e4-bcce-1949699df6c0,814,0.329
scenario_5a7d4fd3-899e-40b4-9e8f-8553cb4e3c8e,12601,0.329
scenario_cfa05e79-0402-443b-b581-1b829ffce231,94370,0.329
scenario_50d51a84-a3ae-4f1d-aa2c-6411a38df057,141290,0.329
scenario_16176195-fc0a-4092-bf9c-ead1c71f0f1f,24555,0.329
scenario_e15f711f-dc51-45d9-932d-d2b9ee7516f3,101100,0.329
scenario_914523af-a859-4dfa-a1be-94583ec64705,4419,0.329
scenario_28b24a76-aa0e-46eb-bf80-e833b96bd9be,AV,0.329
scenario_e1cab94c-7188-46e1-ac26-f2abb111e3f6,4595,0.33
scenario_ba78e4ea-e860-4593-9fda-c480ca2826e7,216800,0.33
scenario_7a253d74-b077-4bd2-8347-5d5eea5845a9,86778,0.33
scenario_48fedd1b-c7b4-4ad1-ac4a-3c4f4f22dde3,47262,0.33
scenario_089b2826-c733-4591-9fcb-f45b3948a5d1,3816,0.33
scenario_9e9a966c-2a88-4fc9-926c-b99d23126b4c,80949,0.33
scenario_c2d3bd48-38d9-4347-8476-bfef0290e0aa,97254,0.33
scenario_130e5464-d128-4ed2-9bd0-8e3bc505122c,6065,0.33
scenario_aecadb07-41fe-4a69-afdd-028c86affc48,131072,0.33
scenario_69395892-c107-43de-abcb-18c5a2e1e3b6,77631,0.33
scenario_0b354ca0-4228-4631-9102-a39c1c383627,AV,0.33
scenario_9d063cd1-305a-4e74-8f32-1aaa125a4672,28432,0.33
scenario_92324421-faa9-49cc-a2bb-828fa7a63b9c,24035,0.33
scenario_5e6fcc07-5c00-4c66-94d1-793196766045,32403,0.33
scenario_4fd004d6-8f55-4984-b7d1-f478e99ee3a7,42362,0.33
scenario_c1e6d7d1-067c-42e2-86ae-d01690771e84,34661,0.33
scenario_4300716e-a8d4-4c5d-b29f-c2baf9502ff7,32651,0.33
scenario_e8a6fc6f-a24d-4edd-af57-50779b6ecc57,10732,0.33
scenario_f54bdfdc-170f-4639-a0c4-4fa8062b1643,57273,0.33
scenario_ddd69aba-987c-40b5-bd1c-53924aebd57f,86778,0.33
scenario_cd8984ba-13c3-43b9-97ee-9d400c92fe18,AV,0.33
scenario_16205f0d-45ba-45b1-a175-12d8d9e9d42c,98207,0.33
scenario_0c485cca-55e9-4967-970b-e7ed6e7066ca,55692,0.33
scenario_c936a8fd-3912-4901-94f0-c3860169b60f,13628,0.33
scenario_8cc1e858-62b0-443e-aa87-3f82d6fa5c8c,AV,0.33
scenario_fa7c8ecc-831d-4823-8eea-78bb4cb57d24,49582,0.33
scenario_bda9ef45-d29e-4a6b-b8a4-f582e6380f09,57122,0.33
scenario_29dbeb3d-6e91-4c2d-9e38-4d15c3bcacf1,118327,0.33
scenario_77858365-e859-4892-8d6a-b2c0fb9c8c52,56727,0.33
scenario_ed1687fd-3fd5-4f64-8628-db54f62e7866,90520,0.33
scenario_fce7829a-e986-4d3d-9095-fa573d586b81,73483,0.33
scenario_aff5f488-d370-4d41-b071-f284b479cecb,90520,0.33
scenario_cbe99085-c33b-40c2-97aa-4c0cde738159,AV,0.33
scenario_2d8ac0ca-24fe-4297-8068-3361966f9a6c,139645,0.331
scenario_7bb521c2-b727-4393-9dda-4ec056e08574,1841,0.331
scenario_59ae9f69-ca50-483c-aa69-43774e9b5cd4,173424,0.331
scenario_43222ef0-9f3d-416c-8596-79408d2371c4,29327,0.331
scenario_958f2632-9267-4ae2-84b4-fffb5de9d1ea,95619,0.331
scenario_845db85b-ffb2-4f22-9868-11d0de617423,7393,0.331
scenario_a6537f42-45c7-4b4f-9010-36a26680db72,8435,0.331
scenario_f860d04c-b1fb-4330-a076-6780d370bfce,27907,0.331
scenario_e14e2f11-1b92-4e00-91be-817a127089dd,9779,0.331
scenario_8fc8d87a-2c65-4e1c-ac0e-faa9ccd399f3,6309,0.331
scenario_46a554e6-b3ce-4c5a-9c62-7608f8b96820,89493,0.331
scenario_a87dd3f4-a2d9-47fe-8065-5819255353b6,37988,0.331
scenario_2cbc3354-5472-4abe-a265-0bf475ba6183,39559,0.331
scenario_34db5774-fc99-475e-8ee1-98c220f86436,34376,0.331
scenario_f7b3501f-55e3-427b-a9df-ac225543716b,129667,0.331
scenario_d56756cc-bfc3-4e10-8ab6-5e51e4c08586,105297,0.331
scenario_bbdac174-ab85-4101-a3af-713c702033ff,151228,0.331
scenario_b72a7240-3a0e-4195-9b43-47f1508b2aae,8102,0.331
scenario_eb0cccdd-c22d-4448-8a8a-c012c57dade2,62074,0.331
scenario_8f8c249e-7a24-48d6-910a-3187d26dd89d,28553,0.331
scenario_d0817a9e-17ce-47d2-9c4d-7ce004c4e655,42790,0.331
scenario_6f9f9939-8f7b-48b2-a62a-8a4c1ce994be,20434,0.331
scenario_57ca093d-3d77-4e05-b1f1-014dac4f6d52,9489,0.331
scenario_88fd6233-0bc2-49be-bdb0-34af32441e44,97113,0.331
scenario_554c1559-681e-4c7e-add8-0cdc992f178d,AV,0.331
scenario_dc1be92d-728b-4ce5-aa93-cd69e400d80f,AV,0.331
scenario_5298bdc3-fccb-42e5-ba13-0f13700386be,111388,0.331
scenario_813851e9-9eb8-456c-a246-59ae9658d58b,77205,0.331
scenario_65f381ad-9eab-4054-9f79-358e8a231b95,93666,0.331
scenario_b70045b9-a48b-4426-ae19-91bc7ad1e8db,134370,0.331
scenario_962c180c-c3ce-4c22-91df-915f0ce42ced,AV,0.331
scenario_4ac53bc8-0f68-438e-95a8-93eea864ea78,76668,0.331
scenario_3ead889c-59cf-4168-acc0-5f0cf91a7dcb,52275,0.331
scenario_d9fe1833-286d-4b33-880c-5a8dd5dedb4d,17252,0.332
scenario_77cbadb1-1843-4b44-b1c1-5bd60cdc2f62,76662,0.332
scenario_cd5e85c9-bd56-46db-9652-fca01f46d6be,12621,0.332
scenario_699305d7-2499-4c80-a6bf-ef746e1d1c9d,5886,0.332
scenario_525f140a-710f-45ce-a8ed-3918e3ca5d21,91314,0.332
scenario_d3272c2d-c8ac-4027-a97a-1700d50e6879,9586,0.332
scenario_5505813a-5f33-4c19-a385-82afafb1bc71,66738,0.332
scenario_9c73d4bf-707a-46e0-af1a-898bf38febd0,21828,0.332
scenario_c490e6b9-e92c-47ec-8f98-ca8935e63b93,8396,0.332
scenario_44e6fe01-cc11-4fe5-b498-9032223acb63,30700,0.332
scenario_10e797a0-f3d1-45a8-bf46-faa34ccd8ffa,22206,0.332
scenario_179b01df-8e96-4217-b0bc-1d0514c95670,134227,0.332
scenario_69cf8703-3dd5-42bd-974a-66d2bb3cae14,15641,0.332
scenario_72cab0c7-bb12-4ef5-87c2-aad5580a02a4,129571,0.332
scenario_ff48df46-3cf5-4bba-aaae-46ecd47e7ee2,75468,0.332
scenario_8b9d9c8c-48b2-4c9a-ab7c-da24e6fc6876,AV,0.332
scenario_655d31ff-a1a4-4634-8f4b-91767378ee6b,19750,0.332
scenario_c438e929-5ef2-4018-8b03-95c2b3f987fd,131150,0.332
scenario_9ec97319-86d2-48fd-9000-c1bd55ea526a,22206,0.332
scenario_85d1a0f6-7438-484a-8895-48bcc7a949a9,837,0.332
scenario_6f5ca745-b3bc-42f5-80ae-420da3e351cb,34960,0.332
scenario_b50d71ce-c811-4ffe-9f87-eaa126f78302,128125,0.332
scenario_6b37e433-76de-4510-b1b8-54b52363d735,34535,0.332
scenario_c99cc620-3c59-4b5e-a8ab-be54ebf846fe,441,0.332
scenario_f7e9108f-5950-48eb-b7f4-beec95bfc004,156281,0.332
scenario_e4411632-de43-42ee-89c5-0064db88daa9,41416,0.332
scenario_144fdd4b-c7ff-474a-af80-1c4adec4090f,21321,0.332
scenario_1991735e-2c10-484f-a934-8ac025438bd8,27013,0.332
scenario_73b53cb9-f056-4bbe-841f-7990e72778df,127070,0.332
scenario_c90bc9fa-6fce-490f-a26d-c3d92d06ad90,38081,0.332
scenario_0f6c87d6-d9b8-407f-976c-13536ab12cbf,7666,0.332
scenario_1ea865c6-49e1-4d2a-a9f5-1b29dd56fa08,56725,0.332
scenario_6f87785a-70b8-4a4e-90db-b53eaddae506,15641,0.332
scenario_4e7bf51e-796a-4234-b433-cd98b78d06f5,22744,0.332
scenario_eaeee762-f8aa-4e4a-be37-43b9e935f2a9,39609,0.333
scenario_adeac6aa-370e-4db1-a0ce-26e6886c421f,13555,0.333
scenario_5f05b71b-8b55-4b67-ae23-7d86ae78f1bb,16476,0.333
scenario_5335ee03-22d7-497a-b5d0-c63d5588c2fe,17129,0.333
scenario_8d35e517-cb5d-4b61-8bbb-327928a8ec24,32829,0.333
scenario_e2198c8c-7880-4157-979c-00664584c73f,37020,0.333
scenario_c94d6270-b358-4641-8c36-f8ef4270ba5a,33211,0.333
scenario_f85128a2-60f0-4555-a763-accaf01ec523,129748,0.333
scenario_951d4b01-dee2-4244-a56c-801d72f4baec,5896,0.333
scenario_e6af40f4-72a6-46ac-a595-d935d7fec9e6,117621,0.333
scenario_cac39c5b-fd65-4941-ac0b-793312492118,59336,0.333
scenario_4c8c79ae-0111-483b-8661-54d3381fd4c5,29163,0.333
scenario_1ae4d371-4853-40b6-9ed3-89356f43fedc,36890,0.333
scenario_4d8b81f1-81d5-4525-be86-0e5d909a4a36,1733,0.333
scenario_008f8a47-4d01-4ddc-b3cc-7c3fd48dab6b,107982,0.333
scenario_2b93c9ce-e6cf-457a-9035-734d519abb3a,46669,0.333
scenario_4541dfc3-c4a0-4313-af71-8bee419bd552,35916,0.333
scenario_09dbd3c0-4a5e-4331-9ae8-8802b40c6b59,92722,0.333
scenario_f8c4d9e9-b03a-4b22-9886-96a2e43cda39,5896,0.333
scenario_04622024-4d21-411e-af87-7032b521a3cc,5663,0.333
scenario_f7538544-24c2-4ecc-9fcf-ecba390ab769,81209,0.333
scenario_b48107bc-3377-41e5-91ea-7c039852bd1d,80704,0.333
scenario_7c370474-b0f7-43ec-93ee-c3cac35b8b66,8724,0.333
scenario_a900669f-9b62-4c57-992e-5b27bb735a9c,73896,0.333
scenario_43e137ca-a422-4ab3-910e-7d8474cd8951,58242,0.333
scenario_5edbbbdc-104b-4cf8-b0a8-62477e0d05e0,29674,0.333
scenario_ff92a34c-fe21-415c-a920-7ca69db6b779,55185,0.333
scenario_ec4d74f7-86a6-43f8-b56d-f4d550ab021b,4929,0.333
scenario_c7cb54f1-3b99-4efe-92ec-a232f74dd5c3,2574,0.333
scenario_8d5d1e9d-b290-4afd-b6c7-24cfcaa492e0,105552,0.333
scenario_b820cd44-4f98-4aa0-93b1-e8bce99a7f16,180837,0.333
scenario_81ed93b0-e331-42b6-8163-2573f57381b2,32899,0.333
scenario_7562580d-ae0b-4532-9690-008a5a785188,56316,0.333
scenario_fa811695-9625-4fe9-97fb-430432415945,8913,0.333
scenario_c8be7b6b-10d3-486f-a2f3-2a7583523a24,74654,0.333
scenario_bd93fbd4-e05a-403f-92c3-342ecc01c6a7,135609,0.333
scenario_dd668fed-7c06-4c95-a216-f0cdfa03d11a,22430,0.333
scenario_ca3791b7-dd23-494c-8b60-5c9f3cb14f0b,230869,0.333
scenario_8b4663cf-dee6-42ae-bb89-3c365d8ff9ef,18569,0.334
scenario_fe6d868a-d132-47e6-99e0-0dd334082e21,185506,0.334
scenario_2839fe64-e180-4cad-a54d-6018e2717e6b,81177,0.334
scenario_5168da4c-683b-4124-ba8d-9c453784913e,64689,0.334
scenario_60947a2b-feb3-4e20-bbbe-deb6bd90ef8d,33879,0.334
scenario_885ae554-46da-478b-ac44-1be4724f3fcd,88013,0.334
scenario_f8cecd26-e77c-46ba-9d9c-4cc73fca0e43,83909,0.334
scenario_c12db089-ecad-40e7-ba35-e80940b7a23e,62921,0.334
scenario_decdfd27-37fc-4a0f-9c3d-c0432d74137b,112141,0.334
scenario_3598b553-2afa-4b64-bb84-29a27f836468,18569,0.334
scenario_9e3a495e-c319-4241-9d53-d4b4c58a08a4,100903,0.334
scenario_a19eeda2-7716-4995-8a76-2115f08b104e,68035,0.334
scenario_cb00d770-5009-4a2b-b0a6-eb00ccaaf3eb,58391,0.334
scenario_2f5b232e-c6f0-4266-8829-bc0ceea05bf6,40864,0.334
scenario_74c6e974-514e-4a16-b7fb-abc6ad3e49e4,52339,0.334
scenario_9aeb584e-8690-4f0b-b450-759725f1988f,10429,0.334
scenario_ed01aa26-d0da-40e5-9288-c3586df1ccc4,25043,0.334
scenario_debbb577-8988-4a8e-bf38-bb05becc121e,15416,0.334
scenario_a0ef4977-dcac-40cf-b021-1130f5d0731f,68865,0.334
scenario_b8ff7745-ad60-4fb2-8efc-1d14da00cc99,84765,0.334
scenario_5a3b1ce8-2feb-49de-9717-dc5ed5e715fb,17103,0.334
scenario_00486bc7-8f39-413d-98ec-8d8c9ed0921e,33879,0.334
scenario_6a205c1e-13a3-4d8e-8830-99f008021e72,2684,0.334
scenario_d83a25f1-7658-4ea2-95a7-a2ffee982c8a,3641,0.334
scenario_780be88e-7d20-4455-9af8-b1f88b87f1cc,70815,0.334
scenario_b14f666f-14a3-4d0a-aa9c-3094857a75ec,16947,0.334
scenario_6d33717d-7e14-43fc-a67d-4dac59b02464,39329,0.334
scenario_7210a3bc-3417-4098-869f-503840832004,9380,0.335
scenario_422aac83-9dd4-4933-82f5-dcf98e634e48,95475,0.335
scenario_df9e8257-7d4a-425f-b57b-244bb9f710ef,124509,0.335
scenario_1a3171e8-3f72-4862-a0ca-245dc178adc3,53365,0.335
scenario_39f8425f-0736-45ee-bc65-7797f961fad2,20452,0.335
scenario_0e0e9745-4678-4429-9a90-be3a26340c01,70465,0.335
scenario_5847a771-59e4-4155-a2a9-5f785d246cd2,6739,0.335
scenario_622f4bed-aa2b-468a-87f8-a7c239b6d4db,31381,0.335
scenario_dbf22a46-3d34-4f27-b062-cc29229c2b25,10292,0.335
scenario_60f78d61-c544-4d50-8325-8b40e8320224,1107,0.335
scenario_23231e21-0473-418d-a9a2-7f6b07fea115,46442,0.335
scenario_7bab5822-f4fe-42b9-98b8-be45cf8246a5,16510,0.335
scenario_d79d8226-d466-4940-92f5-bf61c4f65546,168994,0.335
scenario_3c592353-08dd-4dbd-913f-aae76207a61d,4875,0.335
scenario_3538382a-956b-4975-9fca-7a61da4d142e,9502,0.335
scenario_9044b721-2f76-4371-94a4-6ceb1a4243d6,43334,0.335
scenario_9e50b84c-a2e9-4552-ad35-5126c3799688,50716,0.335
scenario_55d3aeee-3bd8-429e-8630-b9c849f86107,3145,0.335
scenario_61137750-13be-4c57-b5ac-9f6d694f9bbe,AV,0.335
scenario_f40c5e48-a149-4e7a-8eaa-70a3da10ffd8,47212,0.335
scenario_62463231-7058-4a57-b7c0-4bdc299bd7f8,7887,0.335
scenario_a9044c4a-fde8-460a-91e7-7e628f4bc0fe,127413,0.335
scenario_f9fda50f-3aa2-4c54-9244-680be0d3b09b,31234,0.335
scenario_baed901e-1bed-4372-8f0b-88d87b8a352d,190489,0.335
scenario_b931d037-a00e-4bd4-bca6-f9dfd489a9da,52181,0.335
scenario_356cdee4-20b6-471a-8481-6da15609dfbd,55122,0.335
scenario_73a5a6f8-0ecd-44de-bb4b-5870fd78c970,145294,0.335
scenario_1d10d184-e4e4-4d2b-9618-1dd8e9a28192,82223,0.335
scenario_be1653b7-0539-4bff-b0e0-fa369261705e,10292,0.335
scenario_60f2c850-0cf6-463c-a463-2790beb9f46f,15763,0.335
scenario_469c30e8-cb7e-450e-ae71-3a1fffd376d6,101068,0.335
scenario_fe92f979-40b0-4462-b9f6-d69ec473207b,62722,0.335
scenario_2d137061-b52a-4dc1-b23e-50892f5913ff,70481,0.335
scenario_bb7e1df9-fdcd-4dca-88a2-a0fc6b53bf6b,126266,0.335
scenario_0b770ce2-c593-4e2f-a58f-23c354ce05f8,48360,0.335
scenario_1227734a-e59f-43e2-92cc-77bf8cd3f6d0,169158,0.335
scenario_8905b50d-ace7-4f7b-9c80-df0211a55bb9,102459,0.335
scenario_afb6af2e-d51c-47d4-b5ea-7bad556f8ac0,33243,0.335
scenario_23ca26c5-2129-4b03-af0f-16c439b27c3e,99789,0.335
scenario_dd7a7770-c064-4f4c-81e4-8f18b6a821da,4863,0.335
scenario_ebefb201-4b1c-48eb-811a-6e1baf9a75d9,144250,0.335
scenario_b8dfbd43-e25e-4df1-b285-8a5f058a01fc,19959,0.335
scenario_e09d6c83-3fe6-4e42-bdb0-cc6ec93e564f,144250,0.335
scenario_822a6d41-e7cd-4142-997a-35487ece0033,764,0.336
scenario_647b972e-93d9-43a8-ae9b-932e9734f2b9,841,0.336
scenario_a2b9a9d4-7543-42af-b3a9-75d8c1ecdbda,50049,0.336
scenario_e949a16f-4b3a-4c5b-8f94-2e03faddf670,123446,0.336
scenario_829ed6c2-08f6-4b8d-860f-28149b4ec302,64938,0.336
scenario_eaf73a0e-2a4c-44ea-8b01-688cf7cb00d5,14761,0.336
scenario_0c8e7a46-d486-40ee-8dae-75f03a1f9cc9,85434,0.336
scenario_2eb1aabd-8537-48e2-89e5-12d0292f4d0f,121539,0.336
scenario_c6a347d3-0a93-44b2-b494-231ec7d52c4d,98763,0.336
scenario_6addb621-4a20-47c1-92ad-f474c0c77130,26758,0.336
scenario_682c6158-5607-429d-9269-5b1d761090ea,AV,0.336
scenario_0b0a099d-ee56-488f-bf73-adc349b4f465,78583,0.336
scenario_f024cd06-91db-4ac4-9856-6d1d13e1aafd,75586,0.336
scenario_28a3578f-b539-49d4-b7a1-0f75a0b476e1,53666,0.336
scenario_8d0fcd7c-a16e-4aeb-b065-7c583ae52154,39492,0.336
scenario_2d2fd214-0d19-481c-a11b-9b2df5ff0d4d,21960,0.336
scenario_b394922c-ab5c-47bf-ad01-408fed45d778,AV,0.336
scenario_bae89706-0270-4813-825c-8795998e473d,30327,0.336
scenario_2a41abdd-b59e-47d1-b4c2-4a6e76384e5f,107500,0.336
scenario_f6690a13-0074-498c-909f-756e6cae4dc3,126709,0.336
scenario_908c9960-b573-43d2-8992-aff2fa69dfd2,28302,0.336
scenario_77866283-f63f-4638-9dda-4fd09143fa31,115873,0.336
scenario_4a138a02-f040-4451-8a96-7769eae3b43f,16311,0.336
scenario_881aff6f-2e6e-4522-9072-931ffc220851,118789,0.336
scenario_e6f9b3a0-3cce-4348-a2a0-a1fce82059ac,28203,0.336
scenario_8700b93d-9009-4576-a381-1c6299719778,49609,0.336
scenario_36a26ccb-017f-41b6-a76d-7d4986cdb803,28781,0.336
scenario_5fae34c4-4ab3-4146-b909-6c216f91ea79,74775,0.336
scenario_d089eaa2-857e-4cbe-8e6d-06fcf8c27951,94060,0.336
scenario_a1229978-c848-457b-9ce9-e82df98cd726,197335,0.336
scenario_cd9cdd3e-5027-43ae-b43b-f0bcef403e50,40680,0.336
scenario_516f8d25-8e72-49f7-8d03-aeefa69fa0ab,50772,0.336
scenario_01684855-657b-47bc-b240-7b9a0a20dfa1,23523,0.336
scenario_7f8363ea-2c4c-41c4-84a1-65002809da8e,AV,0.336
scenario_a8292531-9403-4322-976e-b62029f3c6ff,764,0.336
